code,name_vi,name_en,province,country,zip_code
16380,Rogers,Rogers,97,2,
16381,Moriarty,Moriarty,97,2,
16382,Elephant Butte,Elephant Butte,97,2,
16383,Veguita,Veguita,97,2,
16384,Amalia,Amalia,97,2,
16385,Conchas Dam,Conchas Dam,97,2,
16386,Valdez,Valdez,97,2,
16387,Counselor,Counselor,97,2,
16388,Taiban,Taiban,97,2,
16389,Tinnie,Tinnie,97,2,
16390,Cannon Afb,Cannon Afb,97,2,
16391,Mills,Mills,97,2,
16392,Dora,Dora,97,2,
16393,Williamsburg,Williamsburg,97,2,
16394,Carlsbad,Carlsbad,97,2,
16395,Hondo,Hondo,97,2,
16396,Dixon,Dixon,97,2,
16397,Isleta,Isleta,97,2,
16398,Eagle Nest,Eagle Nest,97,2,
16399,Farmington,Farmington,97,2,
16400,Magdalena,Magdalena,97,2,
16401,Maxwell,Maxwell,97,2,
16402,Rehoboth,Rehoboth,97,2,
16403,San Jon,San Jon,97,2,
16404,Mexican Springs,Mexican Springs,97,2,
16405,Nara Visa,Nara Visa,97,2,
16406,Picacho,Picacho,97,2,
16407,Elida,Elida,97,2,
16408,Texico,Texico,97,2,
16409,Valmora,Valmora,97,2,
16410,Prewitt,Prewitt,97,2,
16411,Watrous,Watrous,97,2,
16412,Alcalde,Alcalde,97,2,
16413,Waterflow,Waterflow,97,2,
16414,Arrey,Arrey,97,2,
16415,Eunice,Eunice,97,2,
16416,Roswell,Roswell,97,2,
16417,Mcintosh,Mcintosh,97,2,
16418,Espanola,Espanola,97,2,
16419,Nageezi,Nageezi,97,2,
16420,Bosque,Bosque,97,2,
16421,Redrock,Redrock,97,2,
16422,Capitan,Capitan,97,2,
16423,Lordsburg,Lordsburg,97,2,
16424,Corrales,Corrales,97,2,
16425,La Luz,La Luz,97,2,
16426,Cochiti Pueblo,Cochiti Pueblo,97,2,
16427,San Rafael,San Rafael,97,2,
16428,Sapello,Sapello,97,2,
16429,Lake Arthur,Lake Arthur,97,2,
16430,Des Moines,Des Moines,97,2,
16431,Silver City,Silver City,97,2,
16432,Yeso,Yeso,97,2,
16433,Angel Fire,Angel Fire,97,2,
16434,Holloman Air Force Base,Holloman Air Force Base,97,2,
16435,Ribera,Ribera,97,2,
16436,Navajo Dam,Navajo Dam,97,2,
16437,New Laguna,New Laguna,97,2,
16438,Rodeo,Rodeo,97,2,
16439,Gallup,Gallup,97,2,
16440,Aragon,Aragon,97,2,
16441,Pecos,Pecos,97,2,
16442,Fort Stanton,Fort Stanton,97,2,
16443,Mule Creek,Mule Creek,97,2,
16444,Vanderwagen,Vanderwagen,97,2,
16445,Yatahey,Yatahey,97,2,
16446,Rio Rancho,Rio Rancho,97,2,
16447,El Rito,El Rito,97,2,
16448,San Acacia,San Acacia,97,2,
16449,Solano,Solano,97,2,
16450,Milan,Milan,97,2,
16451,Flora Vista,Flora Vista,97,2,
16452,Mayhill,Mayhill,97,2,
16453,Mesilla,Mesilla,97,2,
16454,Playas,Playas,97,2,
16455,Hatch,Hatch,97,2,
16456,Cebolla,Cebolla,97,2,
16457,San Cristobal,San Cristobal,97,2,
16458,Bayard,Bayard,97,2,
16459,Grants,Grants,97,2,
16460,La Plata,La Plata,97,2,
16461,Buena Vista,Buena Vista,97,2,
16462,Santa Teresa,Santa Teresa,97,2,
16463,Sunspot,Sunspot,97,2,
16464,Vadito,Vadito,97,2,
16465,Santa Rosa,Santa Rosa,97,2,
16466,Carrizozo,Carrizozo,97,2,
16467,Monticello,Monticello,97,2,
16468,Mesquite,Mesquite,97,2,
16469,Los Alamos,Los Alamos,97,2,
16470,Sunland Park,Sunland Park,97,2,
16471,Penasco,Penasco,97,2,
16472,Llano,Llano,97,2,
16473,Fence Lake,Fence Lake,97,2,
16474,Berino,Berino,97,2,
16475,Fort Wingate,Fort Wingate,97,2,
16476,Serafina,Serafina,97,2,
16477,Deming,Deming,97,2,
16478,Trementina,Trementina,97,2,
16479,Albuquerque,Albuquerque,97,2,
16480,Taos Ski Valley,Taos Ski Valley,97,2,
16481,Cerrillos,Cerrillos,97,2,
16482,Tucumcari,Tucumcari,97,2,
16483,Shiprock,Shiprock,97,2,
16484,Glorieta,Glorieta,97,2,
16485,Garita,Garita,97,2,
16486,Wagon Mound,Wagon Mound,97,2,
16487,Las Cruces,Las Cruces,97,2,
16488,Tome,Tome,97,2,
16489,Datil,Datil,97,2,
16490,Bard,Bard,97,2,
16491,Pinon,Pinon,97,2,
16492,Church Rock,Church Rock,97,2,
16493,Willard,Willard,97,2,
16494,Chacon,Chacon,97,2,
16495,Jemez Pueblo,Jemez Pueblo,97,2,
16496,Questa,Questa,97,2,
16497,Ponderosa,Ponderosa,97,2,
16498,Nogal,Nogal,97,2,
16499,Logan,Logan,97,2,
16500,Lincoln,Lincoln,97,2,
16501,Buckhorn,Buckhorn,97,2,
16502,Estancia,Estancia,97,2,
16503,Anton Chico,Anton Chico,97,2,
16504,Clayton,Clayton,97,2,
16505,Alto,Alto,97,2,
16506,Capulin,Capulin,97,2,
16507,Holman,Holman,97,2,
16508,Bluewater,Bluewater,97,2,
16509,Pinos Altos,Pinos Altos,97,2,
16510,Vallecitos,Vallecitos,97,2,
16511,Ilfeld,Ilfeld,97,2,
16512,Continental Divide,Continental Divide,97,2,
16513,Glenwood,Glenwood,97,2,
16514,Maljamar,Maljamar,97,2,
16515,Corona,Corona,97,2,
16516,Los Lunas,Los Lunas,97,2,
16517,Gila,Gila,97,2,
16518,Medanales,Medanales,97,2,
16519,Rainsville,Rainsville,97,2,
16520,Columbus,Columbus,97,2,
16521,House,House,97,2,
16522,Vaughn,Vaughn,97,2,
16523,Ute Park,Ute Park,97,2,
16524,Salem,Salem,97,2,
16525,Lamy,Lamy,97,2,
16526,Astoria,Astoria,98,2,
16527,Nyack,Nyack,98,2,
16528,Keene,Keene,98,2,
16529,Norwich,Norwich,98,2,
16530,Verona Beach,Verona Beach,98,2,
16531,Massena,Massena,98,2,
16532,Yaphank,Yaphank,98,2,
16533,Gilboa,Gilboa,98,2,
16534,Branchport,Branchport,98,2,
16535,Sonyea,Sonyea,98,2,
16536,Garden City,Garden City,98,2,
16537,Blue Point,Blue Point,98,2,
16538,Briarcliff Manor,Briarcliff Manor,98,2,
16539,Maybrook,Maybrook,98,2,
16540,Perkinsville,Perkinsville,98,2,
16541,York,York,98,2,
16542,Ardsley On Hudson,Ardsley On Hudson,98,2,
16543,Sheridan,Sheridan,98,2,
16544,Cherry Creek,Cherry Creek,98,2,
16545,Medina,Medina,98,2,
16546,Waccabuc,Waccabuc,98,2,
16547,Albion,Albion,98,2,
16548,Aurora,Aurora,98,2,
16549,Dexter,Dexter,98,2,
16550,Dale,Dale,98,2,
16551,Conklin,Conklin,98,2,
16552,Schuylerville,Schuylerville,98,2,
16553,Haines Falls,Haines Falls,98,2,
16554,North Salem,North Salem,98,2,
16555,Red Creek,Red Creek,98,2,
16556,Armonk,Armonk,98,2,
16557,Barneveld,Barneveld,98,2,
16558,East Meredith,East Meredith,98,2,
16559,Fonda,Fonda,98,2,
16560,Little Neck,Little Neck,98,2,
16561,West Kill,West Kill,98,2,
16562,Earlton,Earlton,98,2,
16563,Glasco,Glasco,98,2,
16564,Port Crane,Port Crane,98,2,
16565,Felts Mills,Felts Mills,98,2,
16566,Feura Bush,Feura Bush,98,2,
16567,Chadwicks,Chadwicks,98,2,
16568,Westbury,Westbury,98,2,
16569,Cornwall On Hudson,Cornwall On Hudson,98,2,
16570,Oak Hill,Oak Hill,98,2,
16571,Ransomville,Ransomville,98,2,
16572,Moravia,Moravia,98,2,
16573,Hartsdale,Hartsdale,98,2,
16574,Newburgh,Newburgh,98,2,
16575,Oxford,Oxford,98,2,
16576,Waterford,Waterford,98,2,
16577,Copiague,Copiague,98,2,
16578,New Baltimore,New Baltimore,98,2,
16579,Camillus,Camillus,98,2,
16580,Esopus,Esopus,98,2,
16581,West Coxsackie,West Coxsackie,98,2,
16582,Pulteney,Pulteney,98,2,
16583,South Cairo,South Cairo,98,2,
16584,Glen Spey,Glen Spey,98,2,
16585,Clifton Park,Clifton Park,98,2,
16586,Herkimer,Herkimer,98,2,
16587,Staten Island,Staten Island,98,2,
16588,Oakfield,Oakfield,98,2,
16589,Queens Village,Queens Village,98,2,
16590,North Chili,North Chili,98,2,
16591,Richville,Richville,98,2,
16592,Ticonderoga,Ticonderoga,98,2,
16593,West Monroe,West Monroe,98,2,
16594,Truxton,Truxton,98,2,
16595,Blue Mountain Lake,Blue Mountain Lake,98,2,
16596,West Park,West Park,98,2,
16597,Middle Grove,Middle Grove,98,2,
16598,Penfield,Penfield,98,2,
16599,Saint Bonaventure,Saint Bonaventure,98,2,
16600,East Rockaway,East Rockaway,98,2,
16601,Sea Cliff,Sea Cliff,98,2,
16602,Putnam Valley,Putnam Valley,98,2,
16603,Rochester,Rochester,98,2,
16604,Barrytown,Barrytown,98,2,
16605,North Lawrence,North Lawrence,98,2,
16606,Canaan,Canaan,98,2,
16607,Getzville,Getzville,98,2,
16608,Larchmont,Larchmont,98,2,
16609,Kattskill Bay,Kattskill Bay,98,2,
16610,Lake Placid,Lake Placid,98,2,
16611,West Fulton,West Fulton,98,2,
16612,Bethel,Bethel,98,2,
16613,East Moriches,East Moriches,98,2,
16614,Harpursville,Harpursville,98,2,
16615,West Leyden,West Leyden,98,2,
16616,Little Falls,Little Falls,98,2,
16617,Cranberry Lake,Cranberry Lake,98,2,
16618,Hempstead,Hempstead,98,2,
16619,Delphi Falls,Delphi Falls,98,2,
16620,Waddington,Waddington,98,2,
16621,Chittenango,Chittenango,98,2,
16622,Hammond,Hammond,98,2,
16623,Eagle Bridge,Eagle Bridge,98,2,
16624,Brewerton,Brewerton,98,2,
16625,Preble,Preble,98,2,
16626,Hailesboro,Hailesboro,98,2,
16627,Campbell,Campbell,98,2,
16628,Esperance,Esperance,98,2,
16629,Owls Head,Owls Head,98,2,
16630,Commack,Commack,98,2,
16631,Maple Springs,Maple Springs,98,2,
16632,Springville,Springville,98,2,
16633,Groton,Groton,98,2,
16634,Berne,Berne,98,2,
16635,Shoreham,Shoreham,98,2,
16636,Rexford,Rexford,98,2,
16637,Rotterdam Junction,Rotterdam Junction,98,2,
16638,Middleburgh,Middleburgh,98,2,
16639,Davenport,Davenport,98,2,
16640,Shelter Island,Shelter Island,98,2,
16641,Naples,Naples,98,2,
16642,Cuba,Cuba,98,2,
16643,Arkport,Arkport,98,2,
16644,Watertown,Watertown,98,2,
16645,Amityville,Amityville,98,2,
16646,Kew Gardens,Kew Gardens,98,2,
16647,West Stockholm,West Stockholm,98,2,
16648,Oriskany Falls,Oriskany Falls,98,2,
16649,Sackets Harbor,Sackets Harbor,98,2,
16650,Groveland,Groveland,98,2,
16651,North Pitcher,North Pitcher,98,2,
16652,Clintondale,Clintondale,98,2,
16653,Canajoharie,Canajoharie,98,2,
16654,Conesus,Conesus,98,2,
16655,Stephentown,Stephentown,98,2,
16656,Moriches,Moriches,98,2,
16657,Manhasset,Manhasset,98,2,
16658,Fort Covington,Fort Covington,98,2,
16659,Lima,Lima,98,2,
16660,Stone Ridge,Stone Ridge,98,2,
16661,Wellesley Island,Wellesley Island,98,2,
16662,Ruby,Ruby,98,2,
16663,Mechanicville,Mechanicville,98,2,
16664,Almond,Almond,98,2,
16665,Pine Island,Pine Island,98,2,
16666,Chappaqua,Chappaqua,98,2,
16667,Freedom,Freedom,98,2,
16668,Marion,Marion,98,2,
16669,Dundee,Dundee,98,2,
16670,Napanoch,Napanoch,98,2,
16671,Mountain Dale,Mountain Dale,98,2,
16672,Spencer,Spencer,98,2,
16673,Buffalo,Buffalo,98,2,
16674,Elka Park,Elka Park,98,2,
16675,Bloomfield,Bloomfield,98,2,
16676,Eldred,Eldred,98,2,
16677,Otego,Otego,98,2,
16678,Petersburg,Petersburg,98,2,
16679,Lincolndale,Lincolndale,98,2,
16680,Glenmont,Glenmont,98,2,
16681,Upton,Upton,98,2,
16682,Weedsport,Weedsport,98,2,
16683,Bellona,Bellona,98,2,
16684,Holmes,Holmes,98,2,
16685,Bridgewater,Bridgewater,98,2,
16686,West Hurley,West Hurley,98,2,
16687,Holbrook,Holbrook,98,2,
16688,Forestport,Forestport,98,2,
16689,Stony Creek,Stony Creek,98,2,
16690,Newfane,Newfane,98,2,
16691,Great Valley,Great Valley,98,2,
16692,Duanesburg,Duanesburg,98,2,
16693,Selkirk,Selkirk,98,2,
16694,Darien Center,Darien Center,98,2,
16695,New Berlin,New Berlin,98,2,
16696,Altamont,Altamont,98,2,
16697,Morristown,Morristown,98,2,
16698,Malden On Hudson,Malden On Hudson,98,2,
16699,Oneonta,Oneonta,98,2,
16700,Warwick,Warwick,98,2,
16701,Treadwell,Treadwell,98,2,
16702,Newcomb,Newcomb,98,2,
16703,Jewett,Jewett,98,2,
16704,Hauppauge,Hauppauge,98,2,
16705,Salamanca,Salamanca,98,2,
16706,Tupper Lake,Tupper Lake,98,2,
16707,Rockville Centre,Rockville Centre,98,2,
16708,South Otselic,South Otselic,98,2,
16709,Scottsville,Scottsville,98,2,
16710,McLean,McLean,98,2,
16711,Greenfield Park,Greenfield Park,98,2,
16712,De Peyster,De Peyster,98,2,
16713,Lawrence,Lawrence,98,2,
16714,Sinclairville,Sinclairville,98,2,
16715,Mount Upton,Mount Upton,98,2,
16716,Avoca,Avoca,98,2,
16717,Silver Creek,Silver Creek,98,2,
16718,Palmyra,Palmyra,98,2,
16719,Varysburg,Varysburg,98,2,
16720,Glen Cove,Glen Cove,98,2,
16721,Cazenovia,Cazenovia,98,2,
16722,Collins,Collins,98,2,
16723,Star Lake,Star Lake,98,2,
16724,Bridgeport,Bridgeport,98,2,
16725,Upper Jay,Upper Jay,98,2,
16726,East Greenbush,East Greenbush,98,2,
16727,Shushan,Shushan,98,2,
16728,Vermontville,Vermontville,98,2,
16729,Kingston,Kingston,98,2,
16730,Cuddebackville,Cuddebackville,98,2,
16731,Grand Island,Grand Island,98,2,
16732,Redford,Redford,98,2,
16733,Lacona,Lacona,98,2,
16734,Lake Katrine,Lake Katrine,98,2,
16735,Rensselaer,Rensselaer,98,2,
16736,Locke,Locke,98,2,
16737,Deansboro,Deansboro,98,2,
16738,North Java,North Java,98,2,
16739,Old Forge,Old Forge,98,2,
16740,Patchogue,Patchogue,98,2,
16741,Wassaic,Wassaic,98,2,
16742,Crompond,Crompond,98,2,
16743,East Northport,East Northport,98,2,
16744,Pleasantville,Pleasantville,98,2,
16745,Lakewood,Lakewood,98,2,
16746,Mexico,Mexico,98,2,
16747,Huguenot,Huguenot,98,2,
16748,Tomkins Cove,Tomkins Cove,98,2,
16749,Portville,Portville,98,2,
16750,Greenvale,Greenvale,98,2,
16751,Smithtown,Smithtown,98,2,
16752,West Oneonta,West Oneonta,98,2,
16753,East Springfield,East Springfield,98,2,
16754,Trout Creek,Trout Creek,98,2,
16755,Poughkeepsie,Poughkeepsie,98,2,
16756,Pine Plains,Pine Plains,98,2,
16757,Long Lake,Long Lake,98,2,
16758,Angelica,Angelica,98,2,
16759,Manlius,Manlius,98,2,
16760,Jordan,Jordan,98,2,
16761,Hamburg,Hamburg,98,2,
16762,Mendon,Mendon,98,2,
16763,Spencerport,Spencerport,98,2,
16764,Woodstock,Woodstock,98,2,
16765,Pottersville,Pottersville,98,2,
16766,Ellenburg Depot,Ellenburg Depot,98,2,
16767,Brightwaters,Brightwaters,98,2,
16768,New Haven,New Haven,98,2,
16769,Cortlandt Manor,Cortlandt Manor,98,2,
16770,Oswegatchie,Oswegatchie,98,2,
16771,Lowman,Lowman,98,2,
16772,Jacksonville,Jacksonville,98,2,
16773,Philadelphia,Philadelphia,98,2,
16774,New Hartford,New Hartford,98,2,
16775,Katonah,Katonah,98,2,
16776,South Fallsburg,South Fallsburg,98,2,
16777,Chelsea,Chelsea,98,2,
16778,Sherrill,Sherrill,98,2,
16779,Albertson,Albertson,98,2,
16780,Altona,Altona,98,2,
16781,Athens,Athens,98,2,
16782,Wyandanch,Wyandanch,98,2,
16783,Black Creek,Black Creek,98,2,
16784,Kent,Kent,98,2,
16785,Collins Center,Collins Center,98,2,
16786,Somers,Somers,98,2,
16787,Port Byron,Port Byron,98,2,
16788,Central Valley,Central Valley,98,2,
16789,Sardinia,Sardinia,98,2,
16790,Callicoon,Callicoon,98,2,
16791,Sodus,Sodus,98,2,
16792,Glenford,Glenford,98,2,
16793,Chenango Forks,Chenango Forks,98,2,
16794,Sodus Point,Sodus Point,98,2,
16795,Cicero,Cicero,98,2,
16796,Summit,Summit,98,2,
16797,Brainardsville,Brainardsville,98,2,
16798,Maryknoll,Maryknoll,98,2,
16799,Sand Lake,Sand Lake,98,2,
16800,Johnsburg,Johnsburg,98,2,
16801,Prospect,Prospect,98,2,
16802,Rego Park,Rego Park,98,2,
16803,Locust Valley,Locust Valley,98,2,
16804,West Babylon,West Babylon,98,2,
16805,Youngstown,Youngstown,98,2,
16806,Northport,Northport,98,2,
16807,Milton,Milton,98,2,
16808,Basom,Basom,98,2,
16809,Perrysburg,Perrysburg,98,2,
16810,West Falls,West Falls,98,2,
16811,Malden Bridge,Malden Bridge,98,2,
16812,Mayville,Mayville,98,2,
16813,Round Top,Round Top,98,2,
16814,Hogansburg,Hogansburg,98,2,
16815,Peconic,Peconic,98,2,
16816,Little Genesee,Little Genesee,98,2,
16817,Swan Lake,Swan Lake,98,2,
16818,Pawling,Pawling,98,2,
16819,Fort Hunter,Fort Hunter,98,2,
16820,Clinton,Clinton,98,2,
16821,Huntington Station,Huntington Station,98,2,
16822,Round Lake,Round Lake,98,2,
16823,Lake Hill,Lake Hill,98,2,
16824,Brewster,Brewster,98,2,
16825,Holland Patent,Holland Patent,98,2,
16826,Downsville,Downsville,98,2,
16827,Ronkonkoma,Ronkonkoma,98,2,
16828,Lawtons,Lawtons,98,2,
16829,Mount Kisco,Mount Kisco,98,2,
16830,Leeds,Leeds,98,2,
16831,Sterling,Sterling,98,2,
16832,Highland Mills,Highland Mills,98,2,
16833,Lockport,Lockport,98,2,
16834,Pomona,Pomona,98,2,
16835,Brookhaven,Brookhaven,98,2,
16836,West Nyack,West Nyack,98,2,
16837,Gasport,Gasport,98,2,
16838,Canastota,Canastota,98,2,
16839,Jamaica,Jamaica,98,2,
16840,Brooklyn,Brooklyn,98,2,
16841,Port Gibson,Port Gibson,98,2,
16842,Wantagh,Wantagh,98,2,
16920,Delevan,Delevan,98,2,
16843,Nelliston,Nelliston,98,2,
16844,Chaffee,Chaffee,98,2,
16845,Cross River,Cross River,98,2,
16846,Johnson,Johnson,98,2,
16847,Millerton,Millerton,98,2,
16848,Olcott,Olcott,98,2,
16849,East Berne,East Berne,98,2,
16850,Willet,Willet,98,2,
16851,Arden,Arden,98,2,
16852,Mount Tremper,Mount Tremper,98,2,
16853,Rush,Rush,98,2,
16854,Cincinnatus,Cincinnatus,98,2,
16855,Highland,Highland,98,2,
16856,Caroga Lake,Caroga Lake,98,2,
16857,Willow,Willow,98,2,
16858,Philmont,Philmont,98,2,
16859,Theresa,Theresa,98,2,
16860,Mastic Beach,Mastic Beach,98,2,
16861,North Collins,North Collins,98,2,
16862,Spring Glen,Spring Glen,98,2,
16863,Thompson Ridge,Thompson Ridge,98,2,
16864,Schroon Lake,Schroon Lake,98,2,
16865,Modena,Modena,98,2,
16866,Corning,Corning,98,2,
16867,Skaneateles,Skaneateles,98,2,
16868,Horseheads,Horseheads,98,2,
16869,Lindenhurst,Lindenhurst,98,2,
16870,Schaghticoke,Schaghticoke,98,2,
16871,Shelter Island Heights,Shelter Island Heights,98,2,
16872,Clyde,Clyde,98,2,
16873,Marilla,Marilla,98,2,
16874,Holtsville,Holtsville,98,2,
16875,Schoharie,Schoharie,98,2,
16876,Glen Head,Glen Head,98,2,
16877,Fort Drum,Fort Drum,98,2,
16878,Hastings On Hudson,Hastings On Hudson,98,2,
16879,Fort Johnson,Fort Johnson,98,2,
16880,Plymouth,Plymouth,98,2,
16881,Hornell,Hornell,98,2,
16882,Deposit,Deposit,98,2,
16883,Slaterville Springs,Slaterville Springs,98,2,
16884,Montauk,Montauk,98,2,
16885,White Plains,White Plains,98,2,
16886,North Branch,North Branch,98,2,
16887,Wurtsboro,Wurtsboro,98,2,
16888,Whitesville,Whitesville,98,2,
16889,Martinsburg,Martinsburg,98,2,
16890,Fishkill,Fishkill,98,2,
16891,Holland,Holland,98,2,
16892,Pavilion,Pavilion,98,2,
16893,Sharon Springs,Sharon Springs,98,2,
16894,Burt,Burt,98,2,
16895,Roseboom,Roseboom,98,2,
16896,Schenectady,Schenectady,98,2,
16897,Bradford,Bradford,98,2,
16898,Westfield,Westfield,98,2,
16899,Champlain,Champlain,98,2,
16900,Calcium,Calcium,98,2,
16901,Ovid,Ovid,98,2,
16902,Glens Falls,Glens Falls,98,2,
16903,Valley Falls,Valley Falls,98,2,
16904,Narrowsburg,Narrowsburg,98,2,
16905,Speculator,Speculator,98,2,
16906,Rocky Point,Rocky Point,98,2,
16907,Brant,Brant,98,2,
16908,North Brookfield,North Brookfield,98,2,
16909,Hilton,Hilton,98,2,
16910,East Quogue,East Quogue,98,2,
16911,Henrietta,Henrietta,98,2,
16912,Ancram,Ancram,98,2,
16913,Houghton,Houghton,98,2,
16914,Schenevus,Schenevus,98,2,
16915,Ogdensburg,Ogdensburg,98,2,
16916,Rosedale,Rosedale,98,2,
16917,Verona,Verona,98,2,
16918,Hicksville,Hicksville,98,2,
16919,Chautauqua,Chautauqua,98,2,
16921,Climax,Climax,98,2,
16922,Retsof,Retsof,98,2,
16923,Granville,Granville,98,2,
16924,West Eaton,West Eaton,98,2,
16925,East Meadow,East Meadow,98,2,
16926,Belleville,Belleville,98,2,
16927,Cold Brook,Cold Brook,98,2,
16928,Stillwater,Stillwater,98,2,
16929,Morris,Morris,98,2,
16930,Pound Ridge,Pound Ridge,98,2,
16931,Pierrepont Manor,Pierrepont Manor,98,2,
16932,Glenwood Landing,Glenwood Landing,98,2,
16933,Croghan,Croghan,98,2,
16934,Coopers Plains,Coopers Plains,98,2,
16935,Erin,Erin,98,2,
16936,Whitehall,Whitehall,98,2,
16937,Obernburg,Obernburg,98,2,
16938,Little Valley,Little Valley,98,2,
16939,Barryville,Barryville,98,2,
16940,Watkins Glen,Watkins Glen,98,2,
16941,Farnham,Farnham,98,2,
16942,South Glens Falls,South Glens Falls,98,2,
16943,Lyndonville,Lyndonville,98,2,
16944,Great River,Great River,98,2,
16945,Croton On Hudson,Croton On Hudson,98,2,
16946,Mannsville,Mannsville,98,2,
16947,Kanona,Kanona,98,2,
16948,Caledonia,Caledonia,98,2,
16949,Richland,Richland,98,2,
16950,Phelps,Phelps,98,2,
16951,Sparrow Bush,Sparrow Bush,98,2,
16952,Madison,Madison,98,2,
16953,Latham,Latham,98,2,
16954,Ghent,Ghent,98,2,
16955,Rock Hill,Rock Hill,98,2,
16956,Middle Village,Middle Village,98,2,
16957,Mount Vernon,Mount Vernon,98,2,
16958,Sound Beach,Sound Beach,98,2,
16959,East Islip,East Islip,98,2,
16960,Oceanside,Oceanside,98,2,
16961,Depauville,Depauville,98,2,
16962,Floral Park,Floral Park,98,2,
16963,Pittsford,Pittsford,98,2,
16964,Stanfordville,Stanfordville,98,2,
16965,Montgomery,Montgomery,98,2,
16966,West Camp,West Camp,98,2,
16967,Fultonham,Fultonham,98,2,
16968,Niagara Falls,Niagara Falls,98,2,
16969,Hamlin,Hamlin,98,2,
16970,Mooers Forks,Mooers Forks,98,2,
16971,Bohemia,Bohemia,98,2,
16972,New Rochelle,New Rochelle,98,2,
16973,Cossayuna,Cossayuna,98,2,
16974,West Hempstead,West Hempstead,98,2,
16975,South Plymouth,South Plymouth,98,2,
16976,Alton,Alton,98,2,
16977,North Blenheim,North Blenheim,98,2,
16978,East Elmhurst,East Elmhurst,98,2,
16979,Ashland,Ashland,98,2,
16980,Rushford,Rushford,98,2,
16981,Adams,Adams,98,2,
16982,Morrisville,Morrisville,98,2,
16983,Minoa,Minoa,98,2,
16984,Ellisburg,Ellisburg,98,2,
16985,Stafford,Stafford,98,2,
16986,Durhamville,Durhamville,98,2,
16987,Middle Granville,Middle Granville,98,2,
16988,New Lebanon,New Lebanon,98,2,
16989,Ashville,Ashville,98,2,
16990,Riverhead,Riverhead,98,2,
16991,Hyde Park,Hyde Park,98,2,
16992,Chatham,Chatham,98,2,
16993,Beaver Dams,Beaver Dams,98,2,
16994,Sidney Center,Sidney Center,98,2,
16995,Blossvale,Blossvale,98,2,
16996,Lorraine,Lorraine,98,2,
16997,Coeymans,Coeymans,98,2,
16998,Dobbs Ferry,Dobbs Ferry,98,2,
16999,Saint Albans,Saint Albans,98,2,
17000,Stratford,Stratford,98,2,
17001,Buchanan,Buchanan,98,2,
17002,Hollis,Hollis,98,2,
17003,Jamesville,Jamesville,98,2,
17004,Kirkwood,Kirkwood,98,2,
17005,Syosset,Syosset,98,2,
17006,Severance,Severance,98,2,
17007,Mastic,Mastic,98,2,
17008,Mount Marion,Mount Marion,98,2,
17009,East Norwich,East Norwich,98,2,
17010,Bakers Mills,Bakers Mills,98,2,
17011,Bear Mountain,Bear Mountain,98,2,
17012,Hillsdale,Hillsdale,98,2,
17013,Spring Valley,Spring Valley,98,2,
17014,Pennellville,Pennellville,98,2,
17015,Saratoga Springs,Saratoga Springs,98,2,
17016,Ellenburg,Ellenburg,98,2,
17017,Brier Hill,Brier Hill,98,2,
17018,Corinth,Corinth,98,2,
17019,Glen Oaks,Glen Oaks,98,2,
17020,Claverack,Claverack,98,2,
17021,Machias,Machias,98,2,
17022,Pelham,Pelham,98,2,
17023,Lake Luzerne,Lake Luzerne,98,2,
17024,Port Chester,Port Chester,98,2,
17025,Dover Plains,Dover Plains,98,2,
17026,La Fargeville,La Fargeville,98,2,
17027,Allegany,Allegany,98,2,
17028,Ravena,Ravena,98,2,
17029,Woodbury,Woodbury,98,2,
17030,Gansevoort,Gansevoort,98,2,
17031,Copenhagen,Copenhagen,98,2,
17032,Lyons Falls,Lyons Falls,98,2,
17033,Saranac Lake,Saranac Lake,98,2,
17034,Kerhonkson,Kerhonkson,98,2,
17035,Kings Park,Kings Park,98,2,
17036,Quogue,Quogue,98,2,
17037,Shokan,Shokan,98,2,
17038,Fulton,Fulton,98,2,
17039,Shirley,Shirley,98,2,
17040,Hunt,Hunt,98,2,
17041,Cape Vincent,Cape Vincent,98,2,
17042,Troupsburg,Troupsburg,98,2,
17043,Berkshire,Berkshire,98,2,
17044,Pine Bush,Pine Bush,98,2,
17045,Angola,Angola,98,2,
17046,Oswego,Oswego,98,2,
17047,Cambridge,Cambridge,98,2,
17048,Guilderland Center,Guilderland Center,98,2,
17049,Westerlo,Westerlo,98,2,
17050,Wallkill,Wallkill,98,2,
17051,Little York,Little York,98,2,
17052,Fayette,Fayette,98,2,
17053,Victory Mills,Victory Mills,98,2,
17054,Slate Hill,Slate Hill,98,2,
17055,Lake Grove,Lake Grove,98,2,
17056,Bolton Landing,Bolton Landing,98,2,
17057,Haverstraw,Haverstraw,98,2,
17058,Corfu,Corfu,98,2,
17059,Potsdam,Potsdam,98,2,
17060,Bliss,Bliss,98,2,
17061,Goldens Bridge,Goldens Bridge,98,2,
17062,Moriah,Moriah,98,2,
17063,South Jamesport,South Jamesport,98,2,
17064,Castleton On Hudson,Castleton On Hudson,98,2,
17065,Mottville,Mottville,98,2,
17066,Grafton,Grafton,98,2,
17067,Averill Park,Averill Park,98,2,
17068,Great Bend,Great Bend,98,2,
17069,Breezy Point,Breezy Point,98,2,
17070,South New Berlin,South New Berlin,98,2,
17071,Laurel,Laurel,98,2,
17072,Ballston Lake,Ballston Lake,98,2,
17073,Rooseveltown,Rooseveltown,98,2,
17074,Brant Lake,Brant Lake,98,2,
