code,name_vi,name_en,country,province,zip_code
57135,Jefferson City,Jefferson City,2,88,65405
57136,Jefferson City,Jefferson City,2,88,65406
57137,Jefferson City,Jefferson City,2,88,65407
57138,Jefferson City,Jefferson City,2,88,65408
57139,Jefferson City,Jefferson City,2,88,65409
57140,Jefferson City,Jefferson City,2,88,65410
57141,Jefferson City,Jefferson City,2,88,65411
57142,Jefferson City,Jefferson City,2,88,65412
57143,Jefferson City,Jefferson City,2,88,65413
57144,Jefferson City,Jefferson City,2,88,65414
57145,Jefferson City,Jefferson City,2,88,65415
57146,Jefferson City,Jefferson City,2,88,65416
57147,Jefferson City,Jefferson City,2,88,65417
57148,Jefferson City,Jefferson City,2,88,65418
57149,Jefferson City,Jefferson City,2,88,65419
57150,Jefferson City,Jefferson City,2,88,65420
57151,Jefferson City,Jefferson City,2,88,65421
57152,Jefferson City,Jefferson City,2,88,65422
57153,Jefferson City,Jefferson City,2,88,65423
57154,Jefferson City,Jefferson City,2,88,65424
57155,Jefferson City,Jefferson City,2,88,65425
57156,Jefferson City,Jefferson City,2,88,65426
57157,Jefferson City,Jefferson City,2,88,65427
57158,Jefferson City,Jefferson City,2,88,65428
57159,Jefferson City,Jefferson City,2,88,65429
57160,Jefferson City,Jefferson City,2,88,65430
57161,Jefferson City,Jefferson City,2,88,65431
57162,Jefferson City,Jefferson City,2,88,65432
57163,Jefferson City,Jefferson City,2,88,65433
57164,Jefferson City,Jefferson City,2,88,65434
57165,Jefferson City,Jefferson City,2,88,65435
57166,Jefferson City,Jefferson City,2,88,65436
57167,Jefferson City,Jefferson City,2,88,65437
57168,Jefferson City,Jefferson City,2,88,65438
57169,Jefferson City,Jefferson City,2,88,65439
57170,Jefferson City,Jefferson City,2,88,65440
57171,Jefferson City,Jefferson City,2,88,65441
57172,Jefferson City,Jefferson City,2,88,65442
57173,Jefferson City,Jefferson City,2,88,65443
57174,Jefferson City,Jefferson City,2,88,65444
57175,Jefferson City,Jefferson City,2,88,65445
57176,Jefferson City,Jefferson City,2,88,65446
57177,Jefferson City,Jefferson City,2,88,65447
57178,Jefferson City,Jefferson City,2,88,65448
57179,Jefferson City,Jefferson City,2,88,65449
57180,Jefferson City,Jefferson City,2,88,65450
57181,Jefferson City,Jefferson City,2,88,65451
57182,Jefferson City,Jefferson City,2,88,65452
57183,Jefferson City,Jefferson City,2,88,65453
57184,Jefferson City,Jefferson City,2,88,65454
57185,Jefferson City,Jefferson City,2,88,65455
57186,Jefferson City,Jefferson City,2,88,65456
57187,Jefferson City,Jefferson City,2,88,65457
57188,Jefferson City,Jefferson City,2,88,65458
57189,Jefferson City,Jefferson City,2,88,65459
57190,Jefferson City,Jefferson City,2,88,65460
57191,Jefferson City,Jefferson City,2,88,65461
57192,Jefferson City,Jefferson City,2,88,65462
57193,Jefferson City,Jefferson City,2,88,65463
57194,Jefferson City,Jefferson City,2,88,65464
57195,Jefferson City,Jefferson City,2,88,65465
57196,Jefferson City,Jefferson City,2,88,65466
57197,Jefferson City,Jefferson City,2,88,65467
57198,Jefferson City,Jefferson City,2,88,65468
57199,Jefferson City,Jefferson City,2,88,65469
57200,Jefferson City,Jefferson City,2,88,65470
57201,Jefferson City,Jefferson City,2,88,65471
57202,Jefferson City,Jefferson City,2,88,65472
57203,Jefferson City,Jefferson City,2,88,65473
57204,Jefferson City,Jefferson City,2,88,65474
57205,Jefferson City,Jefferson City,2,88,65475
57206,Jefferson City,Jefferson City,2,88,65476
57207,Jefferson City,Jefferson City,2,88,65477
57208,Jefferson City,Jefferson City,2,88,65478
57209,Jefferson City,Jefferson City,2,88,65479
57210,Jefferson City,Jefferson City,2,88,65480
57211,Jefferson City,Jefferson City,2,88,65481
57212,Jefferson City,Jefferson City,2,88,65482
57213,Jefferson City,Jefferson City,2,88,65483
57214,Jefferson City,Jefferson City,2,88,65484
57215,Jefferson City,Jefferson City,2,88,65485
57216,Jefferson City,Jefferson City,2,88,65486
57217,Jefferson City,Jefferson City,2,88,65487
57218,Jefferson City,Jefferson City,2,88,65488
57219,Jefferson City,Jefferson City,2,88,65489
57220,Jefferson City,Jefferson City,2,88,65490
57221,Jefferson City,Jefferson City,2,88,65491
57222,Jefferson City,Jefferson City,2,88,65492
57223,Jefferson City,Jefferson City,2,88,65493
57224,Jefferson City,Jefferson City,2,88,65494
57225,Jefferson City,Jefferson City,2,88,65495
57226,Jefferson City,Jefferson City,2,88,65496
57227,Jefferson City,Jefferson City,2,88,65497
57228,Jefferson City,Jefferson City,2,88,65498
57229,Jefferson City,Jefferson City,2,88,65499
57230,Jefferson City,Jefferson City,2,88,65500
57231,Jefferson City,Jefferson City,2,88,65501
57232,Jefferson City,Jefferson City,2,88,65502
57233,Jefferson City,Jefferson City,2,88,65503
57234,Jefferson City,Jefferson City,2,88,65504
57235,Jefferson City,Jefferson City,2,88,65505
57236,Jefferson City,Jefferson City,2,88,65506
57237,Jefferson City,Jefferson City,2,88,65507
57238,Jefferson City,Jefferson City,2,88,65508
57239,Jefferson City,Jefferson City,2,88,65509
57240,Jefferson City,Jefferson City,2,88,65510
57241,Jefferson City,Jefferson City,2,88,65511
57242,Jefferson City,Jefferson City,2,88,65512
57243,Jefferson City,Jefferson City,2,88,65513
57244,Jefferson City,Jefferson City,2,88,65514
57245,Jefferson City,Jefferson City,2,88,65515
57246,Jefferson City,Jefferson City,2,88,65516
57247,Jefferson City,Jefferson City,2,88,65517
57248,Jefferson City,Jefferson City,2,88,65518
57249,Jefferson City,Jefferson City,2,88,65519
57250,Jefferson City,Jefferson City,2,88,65520
57251,Jefferson City,Jefferson City,2,88,65521
57252,Jefferson City,Jefferson City,2,88,65522
57253,Jefferson City,Jefferson City,2,88,65523
57254,Jefferson City,Jefferson City,2,88,65524
57255,Jefferson City,Jefferson City,2,88,65525
57256,Jefferson City,Jefferson City,2,88,65526
57257,Jefferson City,Jefferson City,2,88,65527
57258,Jefferson City,Jefferson City,2,88,65528
57259,Jefferson City,Jefferson City,2,88,65529
57260,Jefferson City,Jefferson City,2,88,65530
57261,Jefferson City,Jefferson City,2,88,65531
57262,Jefferson City,Jefferson City,2,88,65532
57263,Jefferson City,Jefferson City,2,88,65533
57264,Jefferson City,Jefferson City,2,88,65534
57265,Jefferson City,Jefferson City,2,88,65535
57266,Jefferson City,Jefferson City,2,88,65536
57267,Jefferson City,Jefferson City,2,88,65537
57268,Jefferson City,Jefferson City,2,88,65538
57269,Jefferson City,Jefferson City,2,88,65539
57270,Jefferson City,Jefferson City,2,88,65540
57271,Jefferson City,Jefferson City,2,88,65541
57272,Jefferson City,Jefferson City,2,88,65542
57273,Jefferson City,Jefferson City,2,88,65543
57274,Jefferson City,Jefferson City,2,88,65544
57275,Jefferson City,Jefferson City,2,88,65545
57276,Jefferson City,Jefferson City,2,88,65546
57277,Jefferson City,Jefferson City,2,88,65547
57278,Jefferson City,Jefferson City,2,88,65548
57279,Jefferson City,Jefferson City,2,88,65549
57280,Jefferson City,Jefferson City,2,88,65550
57281,Jefferson City,Jefferson City,2,88,65551
57282,Jefferson City,Jefferson City,2,88,65552
57283,Jefferson City,Jefferson City,2,88,65553
57284,Jefferson City,Jefferson City,2,88,65554
57285,Jefferson City,Jefferson City,2,88,65555
57286,Jefferson City,Jefferson City,2,88,65556
57287,Jefferson City,Jefferson City,2,88,65557
57288,Jefferson City,Jefferson City,2,88,65558
57289,Jefferson City,Jefferson City,2,88,65559
57290,Jefferson City,Jefferson City,2,88,65560
57291,Jefferson City,Jefferson City,2,88,65561
57292,Jefferson City,Jefferson City,2,88,65562
57293,Jefferson City,Jefferson City,2,88,65563
57294,Jefferson City,Jefferson City,2,88,65564
57295,Jefferson City,Jefferson City,2,88,65565
57296,Jefferson City,Jefferson City,2,88,65566
57297,Jefferson City,Jefferson City,2,88,65567
57298,Jefferson City,Jefferson City,2,88,65568
57299,Jefferson City,Jefferson City,2,88,65569
57300,Jefferson City,Jefferson City,2,88,65570
57301,Jefferson City,Jefferson City,2,88,65571
57302,Jefferson City,Jefferson City,2,88,65572
57303,Jefferson City,Jefferson City,2,88,65573
57304,Jefferson City,Jefferson City,2,88,65574
57305,Jefferson City,Jefferson City,2,88,65575
57306,Jefferson City,Jefferson City,2,88,65576
57307,Jefferson City,Jefferson City,2,88,65577
57308,Jefferson City,Jefferson City,2,88,65578
57309,Jefferson City,Jefferson City,2,88,65579
57310,Jefferson City,Jefferson City,2,88,65580
57311,Jefferson City,Jefferson City,2,88,65581
57312,Jefferson City,Jefferson City,2,88,65582
57313,Jefferson City,Jefferson City,2,88,65583
57314,Jefferson City,Jefferson City,2,88,65584
57315,Jefferson City,Jefferson City,2,88,65585
57316,Jefferson City,Jefferson City,2,88,65586
57317,Jefferson City,Jefferson City,2,88,65587
57318,Jefferson City,Jefferson City,2,88,65588
57319,Jefferson City,Jefferson City,2,88,65589
57320,Jefferson City,Jefferson City,2,88,65590
57321,Jefferson City,Jefferson City,2,88,65591
57322,Jefferson City,Jefferson City,2,88,65592
57323,Jefferson City,Jefferson City,2,88,65593
57324,Jefferson City,Jefferson City,2,88,65594
57325,Jefferson City,Jefferson City,2,88,65595
57326,Jefferson City,Jefferson City,2,88,65596
57327,Jefferson City,Jefferson City,2,88,65597
57328,Jefferson City,Jefferson City,2,88,65598
57329,Jefferson City,Jefferson City,2,88,65599
57330,Jefferson City,Jefferson City,2,88,65600
57331,Jefferson City,Jefferson City,2,88,65601
57332,Jefferson City,Jefferson City,2,88,65602
57333,Jefferson City,Jefferson City,2,88,65603
57334,Jefferson City,Jefferson City,2,88,65604
57335,Jefferson City,Jefferson City,2,88,65605
57336,Jefferson City,Jefferson City,2,88,65606
57337,Jefferson City,Jefferson City,2,88,65607
57338,Jefferson City,Jefferson City,2,88,65608
57339,Jefferson City,Jefferson City,2,88,65609
57340,Jefferson City,Jefferson City,2,88,65610
57341,Jefferson City,Jefferson City,2,88,65611
57342,Jefferson City,Jefferson City,2,88,65612
57343,Jefferson City,Jefferson City,2,88,65613
57344,Jefferson City,Jefferson City,2,88,65614
57345,Jefferson City,Jefferson City,2,88,65615
57346,Jefferson City,Jefferson City,2,88,65616
57347,Jefferson City,Jefferson City,2,88,65617
57348,Jefferson City,Jefferson City,2,88,65618
57349,Jefferson City,Jefferson City,2,88,65619
57350,Jefferson City,Jefferson City,2,88,65620
57351,Jefferson City,Jefferson City,2,88,65621
57352,Jefferson City,Jefferson City,2,88,65622
57353,Jefferson City,Jefferson City,2,88,65623
57354,Jefferson City,Jefferson City,2,88,65624
57355,Jefferson City,Jefferson City,2,88,65625
57356,Jefferson City,Jefferson City,2,88,65626
57357,Jefferson City,Jefferson City,2,88,65627
57358,Jefferson City,Jefferson City,2,88,65628
57359,Jefferson City,Jefferson City,2,88,65629
57360,Jefferson City,Jefferson City,2,88,65630
57361,Jefferson City,Jefferson City,2,88,65631
57362,Jefferson City,Jefferson City,2,88,65632
57363,Jefferson City,Jefferson City,2,88,65633
57364,Jefferson City,Jefferson City,2,88,65634
57365,Jefferson City,Jefferson City,2,88,65635
57366,Jefferson City,Jefferson City,2,88,65636
57367,Jefferson City,Jefferson City,2,88,65637
57368,Jefferson City,Jefferson City,2,88,65638
57369,Jefferson City,Jefferson City,2,88,65639
57370,Jefferson City,Jefferson City,2,88,65640
57371,Jefferson City,Jefferson City,2,88,65641
57372,Jefferson City,Jefferson City,2,88,65642
57373,Jefferson City,Jefferson City,2,88,65643
57374,Jefferson City,Jefferson City,2,88,65644
57375,Jefferson City,Jefferson City,2,88,65645
57376,Jefferson City,Jefferson City,2,88,65646
57377,Jefferson City,Jefferson City,2,88,65647
57378,Jefferson City,Jefferson City,2,88,65648
57379,Jefferson City,Jefferson City,2,88,65649
57380,Jefferson City,Jefferson City,2,88,65650
57381,Jefferson City,Jefferson City,2,88,65651
57382,Jefferson City,Jefferson City,2,88,65652
57383,Jefferson City,Jefferson City,2,88,65653
57384,Jefferson City,Jefferson City,2,88,65654
57385,Jefferson City,Jefferson City,2,88,65655
57386,Jefferson City,Jefferson City,2,88,65656
57387,Jefferson City,Jefferson City,2,88,65657
57388,Jefferson City,Jefferson City,2,88,65658
57389,Jefferson City,Jefferson City,2,88,65659
57390,Jefferson City,Jefferson City,2,88,65660
57391,Jefferson City,Jefferson City,2,88,65661
57392,Jefferson City,Jefferson City,2,88,65662
57393,Jefferson City,Jefferson City,2,88,65663
57394,Jefferson City,Jefferson City,2,88,65664
57395,Jefferson City,Jefferson City,2,88,65665
57396,Jefferson City,Jefferson City,2,88,65666
57397,Jefferson City,Jefferson City,2,88,65667
57398,Jefferson City,Jefferson City,2,88,65668
57399,Jefferson City,Jefferson City,2,88,65669
57400,Jefferson City,Jefferson City,2,88,65670
57401,Jefferson City,Jefferson City,2,88,65671
57402,Jefferson City,Jefferson City,2,88,65672
57403,Jefferson City,Jefferson City,2,88,65673
57404,Jefferson City,Jefferson City,2,88,65674
57405,Jefferson City,Jefferson City,2,88,65675
57406,Jefferson City,Jefferson City,2,88,65676
57407,Jefferson City,Jefferson City,2,88,65677
57408,Jefferson City,Jefferson City,2,88,65678
57409,Jefferson City,Jefferson City,2,88,65679
57410,Jefferson City,Jefferson City,2,88,65680
57411,Jefferson City,Jefferson City,2,88,65681
57412,Jefferson City,Jefferson City,2,88,65682
57413,Jefferson City,Jefferson City,2,88,65683
57414,Jefferson City,Jefferson City,2,88,65684
57415,Jefferson City,Jefferson City,2,88,65685
57416,Jefferson City,Jefferson City,2,88,65686
57417,Jefferson City,Jefferson City,2,88,65687
57418,Jefferson City,Jefferson City,2,88,65688
57419,Jefferson City,Jefferson City,2,88,65689
57420,Jefferson City,Jefferson City,2,88,65690
57421,Jefferson City,Jefferson City,2,88,65691
57422,Jefferson City,Jefferson City,2,88,65692
57423,Jefferson City,Jefferson City,2,88,65693
57424,Jefferson City,Jefferson City,2,88,65694
57425,Jefferson City,Jefferson City,2,88,65695
57426,Jefferson City,Jefferson City,2,88,65696
57427,Jefferson City,Jefferson City,2,88,65697
57428,Jefferson City,Jefferson City,2,88,65698
57429,Jefferson City,Jefferson City,2,88,65699
57430,Jefferson City,Jefferson City,2,88,65700
57431,Jefferson City,Jefferson City,2,88,65701
57432,Jefferson City,Jefferson City,2,88,65702
57433,Jefferson City,Jefferson City,2,88,65703
57434,Jefferson City,Jefferson City,2,88,65704
57435,Jefferson City,Jefferson City,2,88,65705
57436,Jefferson City,Jefferson City,2,88,65706
57437,Jefferson City,Jefferson City,2,88,65707
57438,Jefferson City,Jefferson City,2,88,65708
57439,Jefferson City,Jefferson City,2,88,65709
57440,Jefferson City,Jefferson City,2,88,65710
57441,Jefferson City,Jefferson City,2,88,65711
57442,Jefferson City,Jefferson City,2,88,65712
57443,Jefferson City,Jefferson City,2,88,65713
57444,Jefferson City,Jefferson City,2,88,65714
57445,Jefferson City,Jefferson City,2,88,65715
57446,Jefferson City,Jefferson City,2,88,65716
57447,Jefferson City,Jefferson City,2,88,65717
57448,Jefferson City,Jefferson City,2,88,65718
57449,Jefferson City,Jefferson City,2,88,65719
57450,Jefferson City,Jefferson City,2,88,65720
57451,Jefferson City,Jefferson City,2,88,65721
57452,Jefferson City,Jefferson City,2,88,65722
57453,Jefferson City,Jefferson City,2,88,65723
57454,Jefferson City,Jefferson City,2,88,65724
57455,Jefferson City,Jefferson City,2,88,65725
57456,Jefferson City,Jefferson City,2,88,65726
57457,Jefferson City,Jefferson City,2,88,65727
57458,Jefferson City,Jefferson City,2,88,65728
57459,Jefferson City,Jefferson City,2,88,65729
57460,Jefferson City,Jefferson City,2,88,65730
57461,Jefferson City,Jefferson City,2,88,65731
57462,Jefferson City,Jefferson City,2,88,65732
57463,Jefferson City,Jefferson City,2,88,65733
57464,Jefferson City,Jefferson City,2,88,65734
57465,Jefferson City,Jefferson City,2,88,65735
57466,Jefferson City,Jefferson City,2,88,65736
57467,Jefferson City,Jefferson City,2,88,65737
57468,Jefferson City,Jefferson City,2,88,65738
57469,Jefferson City,Jefferson City,2,88,65739
57470,Jefferson City,Jefferson City,2,88,65740
57471,Jefferson City,Jefferson City,2,88,65741
57472,Jefferson City,Jefferson City,2,88,65742
57473,Jefferson City,Jefferson City,2,88,65743
57474,Jefferson City,Jefferson City,2,88,65744
57475,Jefferson City,Jefferson City,2,88,65745
57476,Jefferson City,Jefferson City,2,88,65746
57477,Jefferson City,Jefferson City,2,88,65747
57478,Jefferson City,Jefferson City,2,88,65748
57479,Jefferson City,Jefferson City,2,88,65749
57480,Jefferson City,Jefferson City,2,88,65750
57481,Jefferson City,Jefferson City,2,88,65751
57482,Jefferson City,Jefferson City,2,88,65752
57483,Jefferson City,Jefferson City,2,88,65753
57484,Jefferson City,Jefferson City,2,88,65754
57485,Jefferson City,Jefferson City,2,88,65755
57486,Jefferson City,Jefferson City,2,88,65756
57487,Jefferson City,Jefferson City,2,88,65757
57488,Jefferson City,Jefferson City,2,88,65758
57489,Jefferson City,Jefferson City,2,88,65759
57490,Jefferson City,Jefferson City,2,88,65760
57491,Jefferson City,Jefferson City,2,88,65761
57492,Jefferson City,Jefferson City,2,88,65762
57493,Jefferson City,Jefferson City,2,88,65763
57494,Jefferson City,Jefferson City,2,88,65764
57495,Jefferson City,Jefferson City,2,88,65765
57496,Jefferson City,Jefferson City,2,88,65766
57497,Jefferson City,Jefferson City,2,88,65767
57498,Jefferson City,Jefferson City,2,88,65768
57499,Jefferson City,Jefferson City,2,88,65769
57500,Jefferson City,Jefferson City,2,88,65770
57501,Jefferson City,Jefferson City,2,88,65771
57502,Jefferson City,Jefferson City,2,88,65772
57503,Jefferson City,Jefferson City,2,88,65773
57504,Jefferson City,Jefferson City,2,88,65774
57505,Jefferson City,Jefferson City,2,88,65775
57506,Jefferson City,Jefferson City,2,88,65776
57507,Jefferson City,Jefferson City,2,88,65777
57508,Jefferson City,Jefferson City,2,88,65778
57509,Jefferson City,Jefferson City,2,88,65779
57510,Jefferson City,Jefferson City,2,88,65780
57511,Jefferson City,Jefferson City,2,88,65781
57512,Jefferson City,Jefferson City,2,88,65782
57513,Jefferson City,Jefferson City,2,88,65783
57514,Jefferson City,Jefferson City,2,88,65784
57515,Jefferson City,Jefferson City,2,88,65785
57516,Jefferson City,Jefferson City,2,88,65786
57517,Jefferson City,Jefferson City,2,88,65787
57518,Jefferson City,Jefferson City,2,88,65788
57519,Jefferson City,Jefferson City,2,88,65789
57520,Jefferson City,Jefferson City,2,88,65790
57521,Jefferson City,Jefferson City,2,88,65791
57522,Jefferson City,Jefferson City,2,88,65792
57523,Jefferson City,Jefferson City,2,88,65793
57524,Jefferson City,Jefferson City,2,88,65794
57525,Jefferson City,Jefferson City,2,88,65795
57526,Jefferson City,Jefferson City,2,88,65796
57527,Jefferson City,Jefferson City,2,88,65797
57528,Jefferson City,Jefferson City,2,88,65798
57529,Jefferson City,Jefferson City,2,88,65799
57530,Jefferson City,Jefferson City,2,88,65800
57531,Jefferson City,Jefferson City,2,88,65801
57532,Jefferson City,Jefferson City,2,88,65802
57533,Jefferson City,Jefferson City,2,88,65803
57534,Jefferson City,Jefferson City,2,88,65804
57535,Jefferson City,Jefferson City,2,88,65805
57536,Jefferson City,Jefferson City,2,88,65806
57537,Jefferson City,Jefferson City,2,88,65807
57538,Jefferson City,Jefferson City,2,88,65808
57539,Jefferson City,Jefferson City,2,88,65809
57540,Jefferson City,Jefferson City,2,88,65810
57541,Jefferson City,Jefferson City,2,88,65811
57542,Jefferson City,Jefferson City,2,88,65812
57543,Jefferson City,Jefferson City,2,88,65813
57544,Jefferson City,Jefferson City,2,88,65814
57545,Jefferson City,Jefferson City,2,88,65815
57546,Jefferson City,Jefferson City,2,88,65816
57547,Jefferson City,Jefferson City,2,88,65817
57548,Jefferson City,Jefferson City,2,88,65818
57549,Jefferson City,Jefferson City,2,88,65819
57550,Jefferson City,Jefferson City,2,88,65820
57551,Jefferson City,Jefferson City,2,88,65821
57552,Jefferson City,Jefferson City,2,88,65822
57553,Jefferson City,Jefferson City,2,88,65823
57554,Jefferson City,Jefferson City,2,88,65824
57555,Jefferson City,Jefferson City,2,88,65825
57556,Jefferson City,Jefferson City,2,88,65826
57557,Jefferson City,Jefferson City,2,88,65827
57558,Jefferson City,Jefferson City,2,88,65828
57559,Jefferson City,Jefferson City,2,88,65829
57560,Jefferson City,Jefferson City,2,88,65830
57561,Jefferson City,Jefferson City,2,88,65831
57562,Jefferson City,Jefferson City,2,88,65832
57563,Jefferson City,Jefferson City,2,88,65833
57564,Jefferson City,Jefferson City,2,88,65834
57565,Jefferson City,Jefferson City,2,88,65835
57566,Jefferson City,Jefferson City,2,88,65836
57567,Jefferson City,Jefferson City,2,88,65837
57568,Jefferson City,Jefferson City,2,88,65838
57569,Jefferson City,Jefferson City,2,88,65839
57570,Jefferson City,Jefferson City,2,88,65840
57571,Jefferson City,Jefferson City,2,88,65841
57572,Jefferson City,Jefferson City,2,88,65842
57573,Jefferson City,Jefferson City,2,88,65843
57574,Jefferson City,Jefferson City,2,88,65844
57575,Jefferson City,Jefferson City,2,88,65845
57576,Jefferson City,Jefferson City,2,88,65846
57577,Jefferson City,Jefferson City,2,88,65847
57578,Jefferson City,Jefferson City,2,88,65848
57579,Jefferson City,Jefferson City,2,88,65849
57580,Jefferson City,Jefferson City,2,88,65850
57581,Jefferson City,Jefferson City,2,88,65851
57582,Jefferson City,Jefferson City,2,88,65852
57583,Jefferson City,Jefferson City,2,88,65853
57584,Jefferson City,Jefferson City,2,88,65854
57585,Jefferson City,Jefferson City,2,88,65855
57586,Jefferson City,Jefferson City,2,88,65856
57587,Jefferson City,Jefferson City,2,88,65857
57588,Jefferson City,Jefferson City,2,88,65858
57589,Jefferson City,Jefferson City,2,88,65859
57590,Jefferson City,Jefferson City,2,88,65860
57591,Jefferson City,Jefferson City,2,88,65861
57592,Jefferson City,Jefferson City,2,88,65862
57593,Jefferson City,Jefferson City,2,88,65863
57594,Jefferson City,Jefferson City,2,88,65864
57595,Jefferson City,Jefferson City,2,88,65865
57596,Jefferson City,Jefferson City,2,88,65866
57597,Jefferson City,Jefferson City,2,88,65867
57598,Jefferson City,Jefferson City,2,88,65868
57599,Jefferson City,Jefferson City,2,88,65869
57600,Jefferson City,Jefferson City,2,88,65870
57601,Jefferson City,Jefferson City,2,88,65871
57602,Jefferson City,Jefferson City,2,88,65872
57603,Jefferson City,Jefferson City,2,88,65873
57604,Jefferson City,Jefferson City,2,88,65874
57605,Jefferson City,Jefferson City,2,88,65875
57606,Jefferson City,Jefferson City,2,88,65876
57607,Jefferson City,Jefferson City,2,88,65877
57608,Jefferson City,Jefferson City,2,88,65878
57609,Jefferson City,Jefferson City,2,88,65879
57610,Jefferson City,Jefferson City,2,88,65880
57611,Jefferson City,Jefferson City,2,88,65881
57612,Jefferson City,Jefferson City,2,88,65882
57613,Jefferson City,Jefferson City,2,88,65883
57614,Jefferson City,Jefferson City,2,88,65884
57615,Jefferson City,Jefferson City,2,88,65885
57616,Jefferson City,Jefferson City,2,88,65886
57617,Jefferson City,Jefferson City,2,88,65887
57618,Jefferson City,Jefferson City,2,88,65888
57619,Jefferson City,Jefferson City,2,88,65889
57620,Jefferson City,Jefferson City,2,88,65890
57621,Jefferson City,Jefferson City,2,88,65891
57622,Jefferson City,Jefferson City,2,88,65892
57623,Jefferson City,Jefferson City,2,88,65893
57624,Jefferson City,Jefferson City,2,88,65894
57625,Jefferson City,Jefferson City,2,88,65895
57626,Jefferson City,Jefferson City,2,88,65896
57627,Jefferson City,Jefferson City,2,88,65897
57628,Jefferson City,Jefferson City,2,88,65898
57629,Jefferson City,Jefferson City,2,88,65899
57630,Helena,Helena,2,89,59001
57631,Helena,Helena,2,89,59002
57632,Helena,Helena,2,89,59003
57633,Helena,Helena,2,89,59004
57634,Helena,Helena,2,89,59005
57635,Helena,Helena,2,89,59006
57636,Helena,Helena,2,89,59007
57637,Helena,Helena,2,89,59008
57638,Helena,Helena,2,89,59009
57639,Helena,Helena,2,89,59010
57640,Helena,Helena,2,89,59011
57641,Helena,Helena,2,89,59012
57642,Helena,Helena,2,89,59013
57643,Helena,Helena,2,89,59014
57644,Helena,Helena,2,89,59015
57645,Helena,Helena,2,89,59016
57646,Helena,Helena,2,89,59017
57647,Helena,Helena,2,89,59018
57648,Helena,Helena,2,89,59019
57649,Helena,Helena,2,89,59020
57650,Helena,Helena,2,89,59021
57651,Helena,Helena,2,89,59022
57652,Helena,Helena,2,89,59023
57653,Helena,Helena,2,89,59024
57654,Helena,Helena,2,89,59025
57655,Helena,Helena,2,89,59026
57656,Helena,Helena,2,89,59027
57657,Helena,Helena,2,89,59028
57658,Helena,Helena,2,89,59029
57659,Helena,Helena,2,89,59030
57660,Helena,Helena,2,89,59031
57661,Helena,Helena,2,89,59032
57662,Helena,Helena,2,89,59033
57663,Helena,Helena,2,89,59034
57664,Helena,Helena,2,89,59035
57665,Helena,Helena,2,89,59036
57666,Helena,Helena,2,89,59037
57667,Helena,Helena,2,89,59038
57668,Helena,Helena,2,89,59039
57669,Helena,Helena,2,89,59040
57670,Helena,Helena,2,89,59041
57671,Helena,Helena,2,89,59042
57672,Helena,Helena,2,89,59043
57673,Helena,Helena,2,89,59044
57674,Helena,Helena,2,89,59045
57675,Helena,Helena,2,89,59046
57676,Helena,Helena,2,89,59047
57677,Helena,Helena,2,89,59048
57678,Helena,Helena,2,89,59049
57679,Helena,Helena,2,89,59050
57680,Helena,Helena,2,89,59051
57681,Helena,Helena,2,89,59052
57682,Helena,Helena,2,89,59053
57683,Helena,Helena,2,89,59054
57684,Helena,Helena,2,89,59055
57685,Helena,Helena,2,89,59056
57686,Helena,Helena,2,89,59057
57687,Helena,Helena,2,89,59058
57688,Helena,Helena,2,89,59059
57689,Helena,Helena,2,89,59060
57690,Helena,Helena,2,89,59061
57691,Helena,Helena,2,89,59062
57692,Helena,Helena,2,89,59063
57693,Helena,Helena,2,89,59064
57694,Helena,Helena,2,89,59065
57695,Helena,Helena,2,89,59066
57696,Helena,Helena,2,89,59067
57697,Helena,Helena,2,89,59068
57698,Helena,Helena,2,89,59069
57699,Helena,Helena,2,89,59070
57700,Helena,Helena,2,89,59071
57701,Helena,Helena,2,89,59072
57702,Helena,Helena,2,89,59073
57703,Helena,Helena,2,89,59074
57704,Helena,Helena,2,89,59075
57705,Helena,Helena,2,89,59076
57706,Helena,Helena,2,89,59077
57707,Helena,Helena,2,89,59078
57708,Helena,Helena,2,89,59079
57709,Helena,Helena,2,89,59080
57710,Helena,Helena,2,89,59081
57711,Helena,Helena,2,89,59082
57712,Helena,Helena,2,89,59083
57713,Helena,Helena,2,89,59084
57714,Helena,Helena,2,89,59085
57715,Helena,Helena,2,89,59086
57716,Helena,Helena,2,89,59087
57717,Helena,Helena,2,89,59088
57718,Helena,Helena,2,89,59089
57719,Helena,Helena,2,89,59090
57720,Helena,Helena,2,89,59091
57721,Helena,Helena,2,89,59092
57722,Helena,Helena,2,89,59093
57723,Helena,Helena,2,89,59094
57724,Helena,Helena,2,89,59095
57725,Helena,Helena,2,89,59096
57726,Helena,Helena,2,89,59097
57727,Helena,Helena,2,89,59098
57728,Helena,Helena,2,89,59099
57729,Helena,Helena,2,89,59100
57730,Helena,Helena,2,89,59101
57731,Helena,Helena,2,89,59102
57732,Helena,Helena,2,89,59103
57733,Helena,Helena,2,89,59104
57734,Helena,Helena,2,89,59105
57735,Helena,Helena,2,89,59106
57736,Helena,Helena,2,89,59107
57737,Helena,Helena,2,89,59108
57738,Helena,Helena,2,89,59109
57739,Helena,Helena,2,89,59110
57740,Helena,Helena,2,89,59111
57741,Helena,Helena,2,89,59112
57742,Helena,Helena,2,89,59113
57743,Helena,Helena,2,89,59114
57744,Helena,Helena,2,89,59115
57745,Helena,Helena,2,89,59116
